method,ipc,model,regret_mean,regret_std
craig,40,mlp,28.438972196815747,37.8675539178797
k-means,50,xgb,-0.7061650855847781,3.1792964328103404
k-means,50,rf,0.9882928177832442,0.31690995448986575
k-means,50,svc,5.40737693228756,8.59116057279756
k-means,50,logreg,1.222714770272832,0.2960888208308992
k-means,50,mlp,0.030769448797338762,3.780490240327464
random,50,xgb,1.0,0.0
random,50,rf,1.0,0.0
random,50,svc,1.0,0.0
random,50,logreg,1.0,0.0
random,50,mlp,1.0,0.0
original,50,xgb,0.0,0.0
original,50,rf,0.0,0.0
original,50,svc,0.0,0.0
original,50,logreg,0.0,0.0
original,50,mlp,0.0,0.0
ag,50,xgb,-0.4547645523277791,2.7274563301197086
ag,50,rf,1.1104907563942814,0.22592991311297433
ag,50,svc,7.582147462105351,14.5491132484452
ag,50,logreg,1.0733558845753868,0.28725924898292854
ag,50,mlp,-2.083241796644866,2.534276603965957
k_center,50,xgb,-1.3570610371759195,3.4982619155339827
k_center,50,rf,1.0480454518237763,0.2547501745327981
k_center,50,svc,-31.937829330414253,58.01203425956564
k_center,50,logreg,-1.3455595818258468,0.1490192833901419
k_center,50,mlp,14.897213348140786,25.765003352150195
lc,50,xgb,5.689189134960452,31.615029449096735
lc,50,rf,13.012015147445812,3.065545879183445
lc,50,svc,-54.2734995085735,91.34795276243402
lc,50,logreg,-4.168716434263171,0.7008442706862229
lc,50,mlp,34.97503824724773,55.206172925193144
craig,50,xgb,-0.7750589762186922,6.175852791989379
craig,50,rf,7.111998494671711,2.1461527195763868
craig,50,svc,-31.856340314889884,54.977026525951416
craig,50,logreg,-1.259361019557683,0.5791368322364928
craig,50,mlp,8.353707575436362,11.636330744263205
k-means,60,xgb,1.1986412124089354,0.4049829522744062
k-means,60,rf,0.8677262437386245,0.34779922828455767
k-means,60,svc,-9.316922685309146,19.781820195996048
k-means,60,logreg,1.0581364729298073,0.34951637183317713
k-means,60,mlp,-3.532885440760962,7.363582709874699
random,60,xgb,1.0,0.0
random,60,rf,1.0,0.0
random,60,svc,1.0,0.0
random,60,logreg,1.0,0.0
random,60,mlp,1.0,0.0
original,60,xgb,0.0,0.0
original,60,rf,0.0,0.0
original,60,svc,0.0,0.0
original,60,logreg,0.0,0.0
original,60,mlp,0.0,0.0
ag,60,xgb,1.1687822193760895,0.32776677252793596
ag,60,rf,1.298326853159488,0.6689138371012906
ag,60,svc,-11.176260156293534,21.791696606794975
ag,60,logreg,0.7213569183737304,0.5220034279190631
ag,60,mlp,-0.05732830111214358,1.7027497030088203
k_center,60,xgb,-0.13092523603153836,1.5303161209677107
k_center,60,rf,1.787181396747004,0.5071755057454765
k_center,60,svc,40.149154741630404,85.80810113825105
k_center,60,logreg,-1.3585053628778634,0.27883171067711693
k_center,60,mlp,7.516163312676282,23.521991884845814
lc,60,xgb,-12.326171460670999,2.4769237150747125
lc,60,rf,13.957624924814633,8.170570734726786
lc,60,svc,106.14993208578214,225.98591774696703
lc,60,logreg,-4.515046990904439,0.9560202797210197
lc,60,mlp,28.84367085802569,78.78497711151009
craig,60,xgb,-3.2942345501160206,1.601037865105007
craig,60,rf,7.1508318427775475,5.123963174717456
craig,60,svc,25.014244853361884,49.89785851550468
craig,60,logreg,-1.3589285320349933,1.074765772787814
craig,60,mlp,1.8601452493588213,17.038408481285835
k-means,70,xgb,1.2556729358504128,0.5113414598715876
k-means,70,rf,1.071483866254797,0.33665947791017303
k-means,70,svc,-5.665183415748465,12.940380638774522
k-means,70,logreg,1.0150482603279904,0.36049666746510806
k-means,70,mlp,-0.25666060447846306,0.2967582986661612
random,70,xgb,1.0,0.0
random,70,rf,1.0,0.0
random,70,svc,1.0,0.0
random,70,logreg,1.0,0.0
random,70,mlp,1.0,0.0
original,70,xgb,0.0,0.0
original,70,rf,0.0,0.0
original,70,svc,0.0,0.0
original,70,logreg,0.0,0.0
original,70,mlp,0.0,0.0
ag,70,xgb,1.0268198968649558,0.8050647664202778
ag,70,rf,1.1980785874149933,0.5382882511172425
ag,70,svc,-0.17539520663761704,2.2200051494930153
ag,70,logreg,0.5771124273436089,0.09147323974819539
ag,70,mlp,0.16797767976946903,0.7082847286254188
k_center,70,xgb,0.027099891070486094,1.1387705124284258
k_center,70,rf,1.0952108211739806,0.29542681350671796
k_center,70,svc,22.89192208741403,66.31117821026395
k_center,70,logreg,-1.109768850470138,0.26523973298896775
k_center,70,mlp,-7.7290747015341905,2.5665792392365696
lc,70,xgb,-12.107417606230682,4.970636318430739
lc,70,rf,12.48817786195293,2.7885316745633233
lc,70,svc,44.04850936077145,141.42254018653387
lc,70,logreg,-4.755247283699508,1.2006373089162532
lc,70,mlp,-27.663951312802425,10.992017250891085
craig,70,xgb,-4.352172356869127,3.0835398474363975
craig,70,rf,6.948026708053112,1.324962275374045
craig,70,svc,34.933677921695065,89.01384957047834
craig,70,logreg,-1.1582333934379838,0.8071358869610918
craig,70,mlp,-9.659056873843719,7.456804989007804
k-means,80,xgb,1.0578743422653472,0.24448173525935976
k-means,80,rf,0.7567060758489625,0.18592979311611443
k-means,80,svc,5.8210821649242215,11.127926091798987
k-means,80,logreg,1.0446157195517358,0.5079567099082697
k-means,80,mlp,4.443162619857655,6.8031041925581475
random,80,xgb,1.0,0.0
random,80,rf,1.0,0.0
random,80,svc,1.0,0.0
random,80,logreg,1.0,0.0
random,80,mlp,1.0,0.0
original,80,xgb,0.0,0.0
original,80,rf,0.0,0.0
original,80,svc,0.0,0.0
original,80,logreg,0.0,0.0
original,80,mlp,0.0,0.0
ag,80,xgb,0.9949743149115662,0.2290981033418842
ag,80,rf,0.7377865224124174,0.350443222396965
ag,80,svc,6.397042693500195,11.80600824548632
ag,80,logreg,1.0703032155519492,0.6432716538721847
ag,80,mlp,3.8771472063665984,5.764098465800275
k_center,80,xgb,0.22395704673321024,0.7908749559308567
k_center,80,rf,0.5653969767215181,0.28358675193073424
k_center,80,svc,-23.734247049538332,43.290487520046625
k_center,80,logreg,-1.2404498994779902,0.6759517030210991
k_center,80,mlp,-16.688682412302217,16.679177569574655
lc,80,xgb,-10.262473372670883,1.7413110303033688
lc,80,rf,11.775653041243157,1.897711301850977
lc,80,svc,-63.265814146032575,114.77982686580263
lc,80,logreg,-5.209029799162333,1.6326809002260976
lc,80,mlp,-53.332871517661445,54.415308008424645
craig,80,xgb,-3.7110829100837925,1.7241055521380968
craig,80,rf,5.869840362452098,1.9816582546335182
craig,80,svc,-19.95813069570243,34.97192200222145
craig,80,logreg,-0.7251937294915469,0.5449036274837162
craig,80,mlp,-14.002331015696004,15.521430555311415
k-means,90,xgb,0.9939667076431352,0.17506116368459565
k-means,90,rf,0.9229568869146592,0.28385083215301604
k-means,90,svc,2.5358470308390912,1.3592007021401091
k-means,90,logreg,1.1336016546003793,0.249052444976892
k-means,90,mlp,-1.741610232558089,6.673189961622754
random,90,xgb,1.0,0.0
random,90,rf,1.0,0.0
random,90,svc,1.0,0.0
random,90,logreg,1.0,0.0
random,90,mlp,1.0,0.0
original,90,xgb,0.0,0.0
original,90,rf,0.0,0.0
original,90,svc,0.0,0.0
original,90,logreg,0.0,0.0
original,90,mlp,0.0,0.0
ag,90,xgb,0.9941340675768522,0.2681528184912154
ag,90,rf,1.0235848309466582,0.17297776417843427
ag,90,svc,1.3627639808064715,1.5222889927029382
ag,90,logreg,0.7902295768892168,0.2165798910176725
ag,90,mlp,-2.447748554655317,5.673049794735958
k_center,90,xgb,-0.5074182204725222,1.2234186545328098
k_center,90,rf,1.237151257974209,0.6174902998379181
k_center,90,svc,-12.033926258415619,5.297907220934804
k_center,90,logreg,-0.9814910268564203,0.35086190368813575
k_center,90,mlp,2.8027157232472737,26.073437288180177
lc,90,xgb,-9.774353331822216,1.349228872514835
lc,90,rf,14.46354819710255,5.09568225142149
lc,90,svc,-32.37259243991095,13.481539418577524
lc,90,logreg,-4.755468664424559,0.9834621669357723
lc,90,mlp,7.502909641539792,78.31982391462454
craig,90,xgb,-2.740640117271636,1.688108357958641
craig,90,rf,8.065508975709017,3.5596765124121528
craig,90,svc,-14.300435725290686,8.027162948106257
craig,90,logreg,-1.183377766134806,0.7783381879964222
craig,90,mlp,7.441487363964197,32.309493947251525
k-means,100,xgb,1.1989486258602042,0.3690314267656816
k-means,100,rf,0.9095783072000609,0.17431379474235942
k-means,100,svc,1.2196906204184974,1.3136703086844037
k-means,100,logreg,0.9741160160110527,0.30800796542409714
k-means,100,mlp,0.7690111312134015,0.9323345790467583
random,100,xgb,1.0,0.0
random,100,rf,1.0,0.0
random,100,svc,1.0,0.0
random,100,logreg,1.0,0.0
random,100,mlp,1.0,0.0
original,100,xgb,0.0,0.0
original,100,rf,0.0,0.0
original,100,svc,0.0,0.0
original,100,logreg,0.0,0.0
original,100,mlp,0.0,0.0
ag,100,xgb,1.1558848243809094,0.3606693339662932
ag,100,rf,1.0177070095168828,0.28821512180386283
ag,100,svc,1.8720700896350007,0.7367940813508868
ag,100,logreg,0.9073481301248695,0.24113027998463224
ag,100,mlp,0.40313783283535276,1.4640886257329322
k_center,100,xgb,0.24309822572948678,0.33258790433718793
k_center,100,rf,0.9427369571278117,0.46666340430594916
k_center,100,svc,-10.14491961422859,5.575690403494487
k_center,100,logreg,-1.010101141216587,0.3248130658767729
k_center,100,mlp,-8.062953949385202,5.099646543959786
lc,100,xgb,-11.175559190348173,3.524095744826896
lc,100,rf,12.448803318060966,2.7415392873369284
lc,100,svc,-27.483561953101464,14.639111109452477
lc,100,logreg,-4.878586154112133,0.8133546195620214
lc,100,mlp,-26.47071896719681,13.053202648696198
craig,100,xgb,-4.022089653692941,1.9562275284899144
craig,100,rf,6.822626259420697,2.2314593903094906
craig,100,svc,-8.246198822067745,5.906197880726289
craig,100,logreg,-0.7861346368111777,0.6397633690720348
craig,100,mlp,-9.890786109098139,6.675488437974423
k-means,200,xgb,0.6829403611052985,0.9739643009573875
k-means,200,rf,2.754804865974955,1.9664031869263736
k-means,200,svc,0.9211043798559991,0.5613060437716603
k-means,200,logreg,0.9527323563339316,0.16614149865531147
k-means,200,mlp,0.9711384370003667,0.396387364753052
random,200,xgb,1.0,0.0
random,200,rf,1.0,0.0
random,200,svc,1.0,0.0
random,200,logreg,1.0,0.0
random,200,mlp,1.0,0.0
original,200,xgb,0.0,0.0
original,200,rf,0.0,0.0
original,200,svc,0.0,0.0
original,200,logreg,0.0,0.0
original,200,mlp,0.0,0.0
ag,200,xgb,0.6574019396946025,0.8034752812697875
ag,200,rf,2.387602870217015,1.01958106720118
ag,200,svc,1.1611595308428326,0.5182943968816627
ag,200,logreg,0.9699218776715535,0.17967779556395277
ag,200,mlp,0.8872182735554835,0.7212584869284479
k_center,200,xgb,0.31580683378952756,0.783102154870879
k_center,200,rf,1.8851736035588922,1.19850281105198
k_center,200,svc,-3.4984808288561497,0.8061305768857819
k_center,200,logreg,-0.6624511829712443,0.07563867138522527
k_center,200,mlp,-4.00599361509728,1.3393815474734487
lc,200,xgb,-9.564069586689115,1.5687666329040961
lc,200,rf,33.80372027892531,18.672061261603748
lc,200,svc,-11.30360966679093,2.948548614602405
lc,200,logreg,-4.165648290231104,0.276337314445866
lc,200,mlp,-14.163772505607799,3.0903807928495426
craig,200,xgb,-3.0967809066626897,1.2710696443551637
craig,200,rf,16.676053944564348,6.940502523395483
craig,200,svc,-3.557980687948222,1.0340904157784219
craig,200,logreg,-0.59788372143278,0.4550660301901935
craig,200,mlp,-3.6845234426446973,1.7864147680782712
