model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,14.654,0.276,0.739,0.692,0.821,0.805,0.829,2e-05,10,2,531.7780151367188,0,8.719670210720838e-07,0.0013608932495117188
svc,ag,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,6.899,0.002,0.697,0.583,0.705,0.658,0.493,4e-06,10,2,531.7780151367188,0,8.719670210720838e-07,0.0013608932495117188
logreg,ag,0.7,0.633,0.633,0.7,0.245,0.306,0.306,0.245,6.941,0.006,0.701,0.658,0.799,0.78,0.784,0.0,10,2,531.7780151367188,0,8.719670210720838e-07,0.0013608932495117188
mlp,ag,0.5,0.433,0.433,0.5,0.0,0.082,0.082,0.0,6.969,0.016,0.685,0.625,0.768,0.739,0.765,4e-06,10,2,531.7780151367188,0,8.719670210720838e-07,0.0013608932495117188
xgb,k_center,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,6.708,0.015,0.74,0.668,0.795,0.77,0.79,7e-06,10,2,531.7780151367188,0,8.719670210720838e-07,0.001707315444946289
rf,k_center,0.6,0.587,0.587,0.6,0.255,0.267,0.267,0.255,15.978,0.177,0.521,0.269,0.267,0.269,0.701,1.6e-05,10,2,531.7780151367188,0,8.719670210720838e-07,0.001707315444946289
svc,k_center,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,6.882,0.002,0.495,0.134,0.043,0.154,0.5,4e-06,10,2,531.7780151367188,0,8.719670210720838e-07,0.001707315444946289
logreg,k_center,0.55,0.527,0.527,0.55,0.292,0.31,0.31,0.292,6.97,0.005,0.48,0.141,0.061,0.157,0.405,0.0,10,2,531.7780151367188,0,8.719670210720838e-07,0.001707315444946289
mlp,k_center,0.45,0.427,0.427,0.45,0.187,0.204,0.204,0.187,7.103,0.018,0.501,0.314,0.353,0.319,0.513,3.4e-05,10,2,531.7780151367188,0,8.719670210720838e-07,0.001707315444946289
xgb,craig,0.6,0.467,0.467,0.6,0.2,0.267,0.267,0.2,4.223,0.034,0.579,0.535,0.7,0.658,0.606,1.7e-05,10,2,531.7780151367188,0,8.719670210720838e-07,0.0013473033905029297
rf,craig,0.6,0.533,0.533,0.6,0.374,0.4,0.4,0.374,12.945,0.276,0.535,0.533,0.75,0.745,0.553,1.8e-05,10,2,531.7780151367188,0,8.719670210720838e-07,0.0013473033905029297
svc,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,6.832,0.001,0.543,0.425,0.527,0.463,0.458,2e-06,10,2,531.7780151367188,0,8.719670210720838e-07,0.0013473033905029297
logreg,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,6.848,0.005,0.442,0.273,0.306,0.277,0.346,0.0,10,2,531.7780151367188,0,8.719670210720838e-07,0.0013473033905029297
mlp,craig,0.7,0.667,0.667,0.7,0.4,0.422,0.422,0.4,7.093,0.026,0.51,0.235,0.212,0.237,0.382,4.2e-05,10,2,531.7780151367188,0,8.719670210720838e-07,0.0013473033905029297
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.35,0.045,0.326,0.302,0.427,0.349,0.245,2e-05,10,2,531.7780151367188,0,8.719670210720838e-07,0.0014095306396484375
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.556,0.25,0.283,0.285,0.423,0.341,0.183,1.5e-05,10,2,531.7780151367188,0,8.719670210720838e-07,0.0014095306396484375
svc,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.897,0.002,0.345,0.33,0.474,0.395,0.298,4e-06,10,2,531.7780151367188,0,8.719670210720838e-07,0.0014095306396484375
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.361,0.007,0.3,0.262,0.36,0.29,0.251,1e-06,10,2,531.7780151367188,0,8.719670210720838e-07,0.0014095306396484375
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.416,0.018,0.359,0.334,0.471,0.393,0.324,2.7e-05,10,2,531.7780151367188,0,8.719670210720838e-07,0.0014095306396484375
xgb,random,0.6,0.587,0.587,0.6,0.3,0.293,0.293,0.3,3.777,0.018,0.73,0.582,0.69,0.641,0.807,2e-06,10,3,,,,
rf,random,0.7,0.687,0.687,0.7,0.292,0.307,0.307,0.292,16.2,0.449,0.732,0.619,0.739,0.698,0.801,3.1e-05,10,3,,,,
svc,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.12,0.001,0.709,0.634,0.768,0.736,0.779,3e-06,10,3,,,,
logreg,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,5.271,0.005,0.734,0.643,0.768,0.735,0.803,1e-06,10,3,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.159,2.133,0.706,0.597,0.72,0.676,0.766,5.5e-05,10,3,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.709,0.144,0.775,0.746,0.859,0.852,0.845,2e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0013988018035888672
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,14.801,0.289,0.717,0.637,0.768,0.736,0.812,1.9e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0013988018035888672
svc,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,5.148,0.002,0.712,0.661,0.798,0.777,0.189,2e-06,10,3,664.6893849372864,0,6.523262952763486e-07,0.0013988018035888672
logreg,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,6.899,0.009,0.768,0.714,0.833,0.818,0.847,0.0,10,3,664.6893849372864,0,6.523262952763486e-07,0.0013988018035888672
mlp,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.456,0.038,0.723,0.67,0.804,0.784,0.815,3.6e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0013988018035888672
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.145,0.028,0.657,0.567,0.701,0.655,0.746,1.1e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0014557838439941406
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,14.405,0.445,0.726,0.654,0.785,0.758,0.815,2.9e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0014557838439941406
svc,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.296,0.001,0.796,0.668,0.776,0.742,0.898,3e-06,10,3,664.6893849372864,0,6.523262952763486e-07,0.0014557838439941406
logreg,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.368,0.007,0.816,0.758,0.86,0.848,0.882,0.0,10,3,664.6893849372864,0,6.523262952763486e-07,0.0014557838439941406
mlp,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,6.928,0.034,0.755,0.645,0.763,0.727,0.861,4.3e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0014557838439941406
xgb,k_center,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.474,0.023,0.83,0.798,0.889,0.883,0.814,1e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.001392364501953125
rf,k_center,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,17.077,0.455,0.635,0.438,0.507,0.456,0.812,3.3e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.001392364501953125
svc,k_center,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,3.899,0.002,0.519,0.184,0.121,0.195,0.435,4e-06,10,3,664.6893849372864,0,6.523262952763486e-07,0.001392364501953125
logreg,k_center,0.65,0.64,0.64,0.65,0.3,0.314,0.314,0.3,6.936,0.007,0.529,0.234,0.203,0.237,0.535,0.0,10,3,664.6893849372864,0,6.523262952763486e-07,0.001392364501953125
mlp,k_center,0.45,0.44,0.44,0.45,0.1,0.12,0.12,0.1,7.917,0.05,0.545,0.254,0.232,0.255,0.59,8.5e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.001392364501953125
xgb,craig,0.5,0.333,0.4,0.5,0.0,0.0,0.133,0.0,4.217,0.028,0.614,0.452,0.539,0.481,0.666,1.3e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0014362335205078125
rf,craig,0.4,0.267,0.267,0.4,0.2,0.133,0.133,0.2,13.887,0.294,0.5,0.134,0.042,0.155,0.5,1.8e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0014362335205078125
svc,craig,0.4,0.267,0.267,0.4,0.2,0.133,0.133,0.2,3.147,0.002,0.549,0.263,0.245,0.264,0.286,2e-06,10,3,664.6893849372864,0,6.523262952763486e-07,0.0014362335205078125
logreg,craig,0.5,0.4,0.4,0.5,0.316,0.327,0.327,0.316,7.035,0.008,0.598,0.512,0.648,0.591,0.629,0.0,10,3,664.6893849372864,0,6.523262952763486e-07,0.0014362335205078125
mlp,craig,0.4,0.267,0.267,0.4,0.2,0.133,0.133,0.2,7.345,0.032,0.591,0.419,0.494,0.44,0.614,4.5e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0014362335205078125
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,14.118,0.03,0.347,0.267,0.341,0.283,0.299,1.6e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0013043880462646484
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.439,0.429,0.267,0.212,0.278,0.224,0.184,2.6e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0013043880462646484
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.847,0.002,0.384,0.345,0.475,0.399,0.322,4e-06,10,3,664.6893849372864,0,6.523262952763486e-07,0.0013043880462646484
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.859,0.005,0.359,0.329,0.46,0.383,0.335,0.0,10,3,664.6893849372864,0,6.523262952763486e-07,0.0013043880462646484
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.657,0.038,0.365,0.351,0.503,0.426,0.363,3.5e-05,10,3,664.6893849372864,0,6.523262952763486e-07,0.0013043880462646484
xgb,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,4.314,0.027,0.655,0.61,0.764,0.738,0.751,1.4e-05,10,4,,,,
rf,random,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,14.291,0.185,0.658,0.615,0.769,0.744,0.738,1.4e-05,10,4,,,,
svc,random,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,5.027,0.001,0.617,0.42,0.485,0.436,0.422,5e-06,10,4,,,,
logreg,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,6.876,0.104,0.694,0.659,0.804,0.789,0.766,0.0,10,4,,,,
mlp,random,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,4.307,0.019,0.643,0.587,0.739,0.704,0.725,3.1e-05,10,4,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.79,0.061,0.83,0.808,0.896,0.893,0.885,1e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013699531555175781
rf,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,14.593,0.353,0.749,0.709,0.834,0.822,0.837,2.5e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013699531555175781
svc,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.979,0.001,0.661,0.584,0.725,0.684,0.756,3e-06,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013699531555175781
logreg,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,7.059,0.012,0.743,0.704,0.831,0.818,0.807,0.0,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013699531555175781
