model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
svc,k-means,0.6,0.587,0.587,0.6,0.255,0.267,0.267,0.255,6.211,0.001,0.789,0.763,0.87,0.865,0.88,3e-06,10,0,,,,
logreg,k-means,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,6.912,0.006,0.789,0.785,0.886,0.886,0.878,1e-06,10,0,,,,
mlp,k-means,0.5,0.487,0.487,0.5,0.158,0.169,0.169,0.158,8.548,0.052,0.774,0.716,0.833,0.817,0.867,5.6e-05,10,0,,,,
xgb,ag,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,4.103,0.028,0.631,0.505,0.619,0.56,0.757,1e-05,10,0,,,,
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,14.528,0.234,0.633,0.398,0.442,0.405,0.793,1.7e-05,10,0,,,,
svc,ag,0.65,0.613,0.613,0.65,0.2,0.232,0.232,0.2,2.567,0.001,0.794,0.784,0.885,0.883,0.878,3e-06,10,0,,,,
logreg,ag,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,3.857,0.006,0.779,0.786,0.889,0.891,0.89,0.0,10,0,,,,
mlp,ag,0.55,0.473,0.473,0.55,0.245,0.28,0.28,0.245,6.376,0.727,0.782,0.746,0.858,0.849,0.857,3.3e-05,10,0,,,,
xgb,k_center,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,6.643,0.029,0.568,0.415,0.498,0.44,0.74,7e-06,10,0,,,,
rf,k_center,0.55,0.447,0.447,0.55,0.1,0.157,0.157,0.1,15.308,0.296,0.475,0.165,0.102,0.174,0.65,1.9e-05,10,0,,,,
svc,k_center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,3.771,0.001,0.5,0.135,0.043,0.156,0.503,5e-06,10,0,,,,
logreg,k_center,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,5.353,0.007,0.493,0.134,0.044,0.154,0.483,1e-06,10,0,,,,
mlp,k_center,0.55,0.547,0.547,0.55,0.1,0.093,0.093,0.1,3.723,0.033,0.597,0.446,0.537,0.478,0.649,4.8e-05,10,0,,,,
xgb,craig,,,,,,,,,3.255,0.227,0.5,0.458,0.774,0.845,0.5,1.2e-05,10,0,,,,
rf,craig,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,14.535,0.292,0.5,0.458,0.774,0.845,0.5,2.1e-05,10,0,,,,
svc,craig,,,,,,,,,6.567,0.002,0.5,0.458,0.774,0.845,0.329,1e-06,10,0,,,,
logreg,craig,,,,,,,,,6.859,0.009,0.499,0.458,0.773,0.843,0.591,0.0,10,0,,,,
mlp,craig,0.8,0.733,0.8,0.8,0.245,0.327,0.267,0.245,6.881,0.756,0.504,0.468,0.777,0.844,0.57,3.1e-05,10,0,,,,
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.034,0.046,0.318,0.232,0.289,0.241,0.275,2e-06,10,0,,,,
rf,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,14.417,0.301,0.329,0.298,0.415,0.339,0.269,1.8e-05,10,0,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.809,0.001,0.369,0.171,0.154,0.172,0.217,4e-06,10,0,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.975,0.009,0.445,0.127,0.047,0.142,0.104,1e-06,10,0,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.405,0.89,0.3,0.187,0.213,0.189,0.189,2e-05,10,0,,,,
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.508,0.023,0.802,0.803,0.897,0.897,0.849,1.4e-05,10,1,,,,
rf,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,16.022,0.428,0.763,0.753,0.868,0.866,0.853,2.9e-05,10,1,,,,
svc,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,4.086,0.001,0.769,0.724,0.842,0.83,0.848,3e-06,10,1,,,,
logreg,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,6.934,0.007,0.779,0.743,0.856,0.847,0.861,0.0,10,1,,,,
mlp,random,0.65,0.64,0.64,0.65,0.339,0.336,0.336,0.339,4.902,0.026,0.756,0.67,0.792,0.764,0.825,4.4e-05,10,1,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.549,0.028,0.804,0.803,0.896,0.896,0.805,2.4e-05,10,1,,,,
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.77,0.434,0.5,0.134,0.042,0.155,0.885,4.6e-05,10,1,,,,
svc,k-means,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,6.288,0.001,0.53,0.518,0.795,0.852,0.893,2e-06,10,1,,,,
logreg,k-means,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,5.079,0.014,0.803,0.725,0.834,0.815,0.877,1e-06,10,1,,,,
mlp,k-means,0.35,0.333,0.333,0.35,0.339,0.335,0.335,0.339,7.107,0.03,0.797,0.745,0.853,0.841,0.878,4.5e-05,10,1,,,,
xgb,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,4.062,0.064,0.684,0.494,0.578,0.523,0.854,1.5e-05,10,1,,,,
rf,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,14.177,0.151,0.684,0.487,0.566,0.513,0.821,1.1e-05,10,1,,,,
svc,ag,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,6.734,0.001,0.515,0.489,0.785,0.849,0.5,5e-06,10,1,,,,
logreg,ag,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,3.92,0.011,0.77,0.693,0.812,0.789,0.85,0.0,10,1,,,,
mlp,ag,0.5,0.433,0.433,0.5,0.0,0.082,0.082,0.0,3.783,0.053,0.771,0.699,0.817,0.796,0.843,5.4e-05,10,1,,,,
xgb,k_center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.522,0.043,0.814,0.794,0.888,0.885,0.807,2e-06,10,1,,,,
rf,k_center,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,16.742,0.434,0.499,0.202,0.159,0.207,0.824,2.5e-05,10,1,,,,
svc,k_center,0.5,0.44,0.44,0.5,0.224,0.244,0.244,0.224,2.569,0.001,0.5,0.135,0.043,0.156,0.5,2e-06,10,1,,,,
logreg,k_center,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,4.13,0.007,0.493,0.134,0.044,0.154,0.477,1e-06,10,1,,,,
mlp,k_center,0.3,0.247,0.247,0.3,0.187,0.165,0.165,0.187,3.822,0.031,0.565,0.326,0.346,0.327,0.692,2.8e-05,10,1,,,,
xgb,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,4.065,0.022,0.5,0.458,0.774,0.845,0.5,1.5e-05,10,1,,,,
rf,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,13.924,0.251,0.5,0.458,0.774,0.845,0.839,1.8e-05,10,1,,,,
svc,craig,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,2.458,0.002,0.502,0.47,0.774,0.837,0.668,1e-06,10,1,,,,
logreg,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,7.003,0.007,0.5,0.466,0.773,0.838,0.596,1e-06,10,1,,,,
mlp,craig,0.7,0.667,0.667,0.7,0.4,0.422,0.422,0.4,3.831,0.032,0.52,0.514,0.779,0.817,0.47,6e-05,10,1,,,,
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,3.227,0.032,0.487,0.132,0.042,0.152,0.302,7e-06,10,1,,,,
rf,lc,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,11.776,0.272,0.337,0.324,0.465,0.386,0.275,1.7e-05,10,1,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.795,0.001,0.349,0.186,0.188,0.186,0.223,5e-06,10,1,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.952,0.004,0.448,0.127,0.047,0.143,0.107,0.0,10,1,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.177,0.769,0.291,0.192,0.227,0.195,0.188,3.3e-05,10,1,,,,
xgb,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,3.713,0.042,0.833,0.789,0.881,0.873,0.85,2e-06,10,2,,,,
rf,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,12.845,0.105,0.692,0.525,0.622,0.567,0.782,1e-05,10,2,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.743,0.001,0.792,0.739,0.849,0.836,0.866,3e-06,10,2,,,,
logreg,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.178,0.004,0.782,0.709,0.824,0.805,0.858,1e-06,10,2,,,,
mlp,random,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,6.562,0.05,0.768,0.669,0.786,0.756,0.842,4.2e-05,10,2,,,,
xgb,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,6.863,0.037,0.809,0.805,0.898,0.897,0.843,3e-05,10,2,,,,
rf,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,14.233,0.108,0.51,0.156,0.076,0.172,0.874,9e-06,10,2,,,,
svc,k-means,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,2.648,0.002,0.719,0.719,0.853,0.853,0.861,3e-06,10,2,,,,
logreg,k-means,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,6.879,0.006,0.759,0.748,0.866,0.863,0.873,1e-06,10,2,,,,
mlp,k-means,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,4.778,0.019,0.768,0.734,0.851,0.843,0.855,2.8e-05,10,2,,,,
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,3.658,0.029,0.724,0.544,0.638,0.585,0.861,2.8e-05,10,2,,,,
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,13.633,0.259,0.679,0.456,0.519,0.471,0.855,1.7e-05,10,2,,,,
svc,ag,0.55,0.447,0.447,0.55,0.1,0.157,0.157,0.1,6.907,0.002,0.52,0.499,0.789,0.851,0.109,4e-06,10,2,,,,
logreg,ag,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,6.299,0.011,0.778,0.712,0.828,0.809,0.863,1e-06,10,2,,,,
mlp,ag,0.4,0.353,0.353,0.4,0.255,0.251,0.251,0.255,3.399,0.02,0.761,0.724,0.844,0.834,0.853,4.8e-05,10,2,,,,
xgb,k_center,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,6.701,0.054,0.554,0.363,0.416,0.372,0.732,2e-06,10,2,,,,
rf,k_center,0.6,0.593,0.593,0.6,0.122,0.114,0.114,0.122,12.96,0.11,0.461,0.173,0.123,0.18,0.47,8e-06,10,2,,,,
svc,k_center,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,6.152,0.001,0.5,0.135,0.043,0.156,0.518,4e-06,10,2,,,,
logreg,k_center,0.6,0.553,0.553,0.6,0.255,0.286,0.286,0.255,4.106,0.008,0.48,0.136,0.051,0.153,0.485,1e-06,10,2,,,,
mlp,k_center,0.55,0.507,0.507,0.55,0.245,0.271,0.271,0.245,4.007,0.036,0.559,0.381,0.445,0.395,0.637,4.6e-05,10,2,,,,
xgb,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,4.085,0.037,0.5,0.458,0.774,0.845,0.5,1.7e-05,10,2,,,,
rf,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,12.901,0.261,0.5,0.458,0.774,0.845,0.5,1.5e-05,10,2,,,,
svc,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,3.779,0.002,0.5,0.458,0.774,0.845,0.355,2e-06,10,2,,,,
logreg,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,7.081,0.018,0.5,0.458,0.774,0.845,0.488,1e-06,10,2,,,,
mlp,craig,0.7,0.6,0.667,0.7,0.245,0.327,0.298,0.245,6.904,0.028,0.517,0.499,0.785,0.842,0.684,0.000104,10,2,,,,
xgb,lc,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,4.105,0.035,0.487,0.132,0.042,0.152,0.349,3e-06,10,2,,,,
rf,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,11.896,0.205,0.324,0.303,0.43,0.352,0.27,1.3e-05,10,2,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.986,0.001,0.438,0.127,0.05,0.141,0.106,2e-06,10,2,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.899,0.006,0.448,0.127,0.047,0.143,0.107,1e-06,10,2,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.654,0.029,0.318,0.135,0.11,0.137,0.14,7.2e-05,10,2,,,,
xgb,random,0.6,0.587,0.587,0.6,0.3,0.293,0.293,0.3,7.38,0.019,0.73,0.582,0.69,0.641,0.807,1.1e-05,10,3,,,,
rf,random,0.7,0.687,0.687,0.7,0.292,0.307,0.307,0.292,14.605,0.469,0.717,0.587,0.703,0.655,0.786,3.3e-05,10,3,,,,
svc,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,4.211,0.001,0.709,0.634,0.768,0.736,0.779,3e-06,10,3,,,,
logreg,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.635,0.007,0.734,0.643,0.768,0.735,0.803,0.0,10,3,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.584,1.616,0.695,0.592,0.719,0.676,0.77,5.6e-05,10,3,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.343,0.031,0.81,0.8,0.894,0.892,0.883,7e-06,10,3,,,,
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,15.95,0.303,0.504,0.144,0.056,0.162,0.822,1.9e-05,10,3,,,,
svc,k-means,0.5,0.42,0.42,0.5,0.158,0.183,0.183,0.158,6.879,0.001,0.532,0.522,0.796,0.852,0.5,3e-06,10,3,,,,
logreg,k-means,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,7.377,0.009,0.803,0.726,0.834,0.816,0.869,1e-06,10,3,,,,
mlp,k-means,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,7.855,0.052,0.754,0.701,0.825,0.809,0.84,5.1e-05,10,3,,,,
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.123,0.027,0.658,0.434,0.492,0.447,0.838,1.5e-05,10,3,,,,
rf,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,17.646,0.346,0.627,0.376,0.408,0.38,0.835,2.7e-05,10,3,,,,
svc,ag,0.55,0.447,0.447,0.55,0.1,0.157,0.157,0.1,6.846,0.001,0.678,0.705,0.856,0.868,0.5,3e-06,10,3,,,,
logreg,ag,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,6.97,0.009,0.772,0.696,0.814,0.792,0.851,1e-06,10,3,,,,
mlp,ag,0.45,0.413,0.413,0.45,0.245,0.243,0.243,0.245,6.507,0.054,0.754,0.67,0.792,0.765,0.833,4.5e-05,10,3,,,,
xgb,k_center,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,5.531,0.035,0.755,0.654,0.774,0.741,0.783,1.6e-05,10,3,,,,
rf,k_center,0.45,0.36,0.36,0.45,0.187,0.196,0.196,0.187,12.416,0.116,0.524,0.234,0.204,0.236,0.618,1e-05,10,3,,,,
svc,k_center,0.5,0.42,0.42,0.5,0.158,0.183,0.183,0.158,4.87,0.001,0.5,0.135,0.043,0.156,0.414,3e-06,10,3,,,,
logreg,k_center,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,7.298,0.011,0.537,0.22,0.177,0.225,0.53,1e-06,10,3,,,,
mlp,k_center,0.45,0.38,0.38,0.45,0.245,0.24,0.24,0.245,6.904,0.02,0.567,0.307,0.315,0.307,0.649,4e-05,10,3,,,,
xgb,craig,,,,,,,,,3.855,0.034,0.5,0.458,0.774,0.845,0.5,8e-06,10,3,,,,
rf,craig,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,13.02,0.297,0.5,0.458,0.774,0.845,0.5,1.7e-05,10,3,,,,
svc,craig,,,,,,,,,6.69,0.001,0.5,0.458,0.774,0.845,0.358,2e-06,10,3,,,,
logreg,craig,,,,,,,,,5.518,0.008,0.5,0.458,0.774,0.844,0.604,1e-06,10,3,,,,
mlp,craig,0.7,0.6,0.733,0.7,0.245,0.327,0.249,0.245,7.478,1.326,0.524,0.508,0.791,0.85,0.662,3.2e-05,10,3,,,,
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.181,0.021,0.333,0.258,0.332,0.273,0.273,2e-06,10,3,,,,
rf,lc,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,11.742,0.104,0.337,0.308,0.431,0.354,0.276,8e-06,10,3,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.77,0.001,0.372,0.169,0.149,0.17,0.215,4e-06,10,3,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.11,0.006,0.445,0.127,0.047,0.142,0.104,1e-06,10,3,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.259,1.374,0.292,0.19,0.223,0.193,0.174,4.4e-05,10,3,,,,
xgb,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.296,0.027,0.655,0.61,0.764,0.738,0.751,3e-06,10,4,,,,
rf,random,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,13.351,0.349,0.651,0.619,0.777,0.758,0.762,2.3e-05,10,4,,,,
svc,random,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,6.731,0.001,0.617,0.42,0.485,0.436,0.421,5e-06,10,4,,,,
logreg,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,3.896,0.006,0.694,0.659,0.804,0.789,0.766,0.0,10,4,,,,
mlp,random,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,7.074,0.019,0.691,0.638,0.781,0.756,0.75,2.5e-05,10,4,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.183,0.029,0.807,0.805,0.897,0.897,0.856,3e-06,10,4,,,,
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,15.981,0.362,0.5,0.134,0.042,0.155,0.874,2e-05,10,4,,,,
svc,k-means,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,2.742,0.002,0.806,0.755,0.859,0.848,0.878,4e-06,10,4,,,,
logreg,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,5.338,0.009,0.814,0.758,0.86,0.848,0.885,1e-06,10,4,,,,
mlp,k-means,0.55,0.513,0.513,0.55,0.1,0.128,0.128,0.1,8.23,0.053,0.79,0.741,0.851,0.839,0.859,6.5e-05,10,4,,,,
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.184,0.023,0.813,0.8,0.893,0.891,0.864,6e-06,10,4,,,,
rf,ag,0.75,0.747,0.747,0.75,0.224,0.224,0.224,0.224,14.266,0.426,0.661,0.447,0.512,0.463,0.801,2.5e-05,10,4,,,,
svc,ag,0.6,0.587,0.587,0.6,0.255,0.267,0.267,0.255,2.527,0.001,0.792,0.733,0.844,0.83,0.868,4e-06,10,4,,,,
logreg,ag,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,4.378,0.012,0.773,0.697,0.815,0.793,0.851,1e-06,10,4,,,,
mlp,ag,0.5,0.493,0.493,0.5,0.274,0.268,0.268,0.274,6.76,0.054,0.775,0.707,0.824,0.805,0.844,5.1e-05,10,4,,,,
xgb,k_center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,5.667,0.022,0.83,0.789,0.882,0.875,0.809,2e-05,10,4,,,,
rf,k_center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,13.11,0.154,0.618,0.409,0.466,0.42,0.814,1.3e-05,10,4,,,,
svc,k_center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,6.841,0.002,0.5,0.135,0.043,0.156,0.286,4e-06,10,4,,,,
logreg,k_center,0.45,0.407,0.407,0.45,0.1,0.122,0.122,0.1,3.937,0.005,0.493,0.134,0.044,0.154,0.502,1e-06,10,4,,,,
mlp,k_center,0.35,0.32,0.32,0.35,0.122,0.147,0.147,0.122,4.788,0.019,0.557,0.326,0.35,0.328,0.614,1.7e-05,10,4,,,,
xgb,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,4.125,0.036,0.5,0.458,0.774,0.845,0.5,2.4e-05,10,4,,,,
rf,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,15.734,0.45,0.5,0.458,0.774,0.845,0.5,2.1e-05,10,4,,,,
svc,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,6.778,0.001,0.5,0.458,0.774,0.845,0.366,2e-06,10,4,,,,
logreg,craig,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,5.159,0.007,0.5,0.458,0.774,0.845,0.502,0.0,10,4,,,,
mlp,craig,0.5,0.4,0.467,0.5,0.316,0.327,0.34,0.316,7.151,0.029,0.519,0.507,0.784,0.835,0.595,7.3e-05,10,4,,,,
xgb,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.013,0.031,0.358,0.32,0.442,0.366,0.312,1.6e-05,10,4,,,,
rf,lc,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,15.604,0.36,0.332,0.315,0.449,0.37,0.265,2.1e-05,10,4,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.977,0.002,0.421,0.133,0.066,0.144,0.129,3e-06,10,4,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.909,0.008,0.438,0.127,0.05,0.141,0.1,1e-06,10,4,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.698,0.029,0.275,0.147,0.149,0.147,0.153,6.1e-05,10,4,,,,
xgb,random,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,3.221,0.017,0.821,0.762,0.862,0.85,0.878,2e-05,20,0,,,,
rf,random,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,17.078,0.399,0.812,0.735,0.841,0.823,0.874,2.8e-05,20,0,,,,
svc,random,0.75,0.736,0.736,0.75,0.137,0.148,0.148,0.137,6.22,0.002,0.767,0.727,0.845,0.834,0.831,6e-06,20,0,,,,
logreg,random,0.825,0.817,0.817,0.825,0.17,0.182,0.182,0.17,6.989,0.008,0.751,0.696,0.821,0.804,0.826,0.0,20,0,,,,
mlp,random,0.725,0.722,0.722,0.725,0.184,0.187,0.187,0.184,6.818,0.026,0.78,0.717,0.833,0.816,0.828,2.4e-05,20,0,,,,
xgb,k-means,0.95,0.95,0.95,0.95,0.1,0.1,0.1,0.1,4.614,0.009,0.812,0.801,0.894,0.892,0.878,1.6e-05,20,0,,,,
rf,k-means,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,13.755,0.281,0.502,0.138,0.048,0.158,0.876,1.6e-05,20,0,,,,
svc,k-means,0.65,0.641,0.641,0.65,0.094,0.087,0.087,0.094,5.097,0.003,0.825,0.779,0.875,0.867,0.9,6e-06,20,0,,,,
logreg,k-means,0.875,0.874,0.874,0.875,0.158,0.16,0.16,0.158,7.029,0.02,0.8,0.73,0.838,0.822,0.878,1e-06,20,0,,,,
mlp,k-means,0.575,0.571,0.571,0.575,0.17,0.169,0.169,0.17,7.865,0.06,0.786,0.705,0.819,0.797,0.852,5.4e-05,20,0,,,,
xgb,ag,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,4.085,0.01,0.825,0.801,0.892,0.888,0.887,1.4e-05,20,0,,,,
rf,ag,0.8,0.796,0.796,0.8,0.061,0.063,0.063,0.061,10.719,0.121,0.685,0.475,0.548,0.496,0.827,1.1e-05,20,0,,,,
svc,ag,0.65,0.635,0.635,0.65,0.146,0.159,0.159,0.146,3.84,0.002,0.759,0.752,0.869,0.867,0.886,6e-06,20,0,,,,
logreg,ag,0.8,0.797,0.797,0.8,0.1,0.102,0.102,0.1,6.327,0.016,0.619,0.566,0.723,0.685,0.697,1e-06,20,0,,,,
mlp,ag,0.525,0.507,0.507,0.525,0.094,0.098,0.098,0.094,5.108,0.022,0.736,0.676,0.805,0.784,0.825,2.7e-05,20,0,,,,
