method,ipc,model,regret_mean,regret_std
k_center,20,xgb,0.20651947414338157,2.2266096234646944
k_center,20,rf,3.141819788652918,1.9360193586137622
k_center,20,svc,6.879923877587428,38.84420929967702
k_center,20,logreg,-3.116630768609758,0.8131087636340244
k_center,20,mlp,20.18217500376386,29.810189304340515
lc,20,xgb,1.9999661525456678,19.014948021676748
lc,20,rf,8.688308530092065,3.9465417599944574
lc,20,svc,10.322693657137854,65.49585389492829
lc,20,logreg,-5.542446496740918,1.9113136180885688
lc,20,mlp,40.558766367795144,54.8932355984641
craig,20,xgb,0.6137042400703612,6.480569258711232
craig,20,rf,3.091867880144688,2.079059217845852
craig,20,svc,7.763249776011996,35.58583967906806
craig,20,logreg,-2.389379739223054,1.2831370523084806
craig,20,mlp,18.77260762961516,29.019731190801554
k-means,30,xgb,-1.0302303040509369,1.9933404683651796
k-means,30,rf,6.06894430706677,3.0014494486927643
k-means,30,svc,-0.9979335598043889,2.0097159094621775
k-means,30,logreg,-0.23790018404803295,0.7179555038061411
k-means,30,mlp,0.00956148402119723,1.7497862528881933
random,30,xgb,1.0,0.0
random,30,rf,1.0,0.0
random,30,svc,1.0,0.0
random,30,logreg,1.0,0.0
random,30,mlp,1.0,0.0
original,30,xgb,0.0,0.0
original,30,rf,0.0,0.0
original,30,svc,0.0,0.0
original,30,logreg,0.0,0.0
original,30,mlp,0.0,0.0
ag,30,xgb,0.5898174626124224,0.33967032306209516
ag,30,rf,1.2920701510586343,0.5326034147983136
ag,30,svc,-1.6385770382338662,2.911834649010625
ag,30,logreg,-1.0316612842939614,0.08231480312509958
ag,30,mlp,5.8321602656441955,4.376434873674619
k_center,30,xgb,-0.1763186286478435,0.48659485646259276
k_center,30,rf,2.3972297556644397,0.8301690290863025
k_center,30,svc,-12.595572716703263,14.11065349919069
k_center,30,logreg,-2.384777404787902,0.427874292510341
k_center,30,mlp,19.238299763866447,18.49464375216673
lc,30,xgb,-6.9397957657198175,1.9956971918954776
lc,30,rf,9.830235819245981,4.739796726513009
lc,30,svc,-19.610628687462793,21.720172912526117
lc,30,logreg,-4.236925522719987,0.4402823351215801
lc,30,mlp,42.27526332719289,45.286436945715025
craig,30,xgb,-2.9073997491693437,0.815795535000703
craig,30,rf,3.051594658321797,1.5089037376141419
craig,30,svc,-7.975283346013396,8.927585567631214
craig,30,logreg,-1.747647832588623,0.8573407459049381
craig,30,mlp,12.421144968288365,10.404093093507017
k-means,40,xgb,-2.125179329583882,3.0137482721272613
k-means,40,rf,6.545752511278762,4.0432073085396825
k-means,40,svc,0.040413930550099855,1.0981413947865692
k-means,40,logreg,-0.24258178168964087,0.3469249112773504
k-means,40,mlp,0.6090660217506434,0.4412119805838092
random,40,xgb,1.0,0.0
random,40,rf,1.0,0.0
random,40,svc,1.0,0.0
random,40,logreg,1.0,0.0
random,40,mlp,1.0,0.0
original,40,xgb,0.0,0.0
original,40,rf,0.0,0.0
original,40,svc,0.0,0.0
original,40,logreg,0.0,0.0
original,40,mlp,0.0,0.0
ag,40,xgb,0.5053982532090531,0.4859720840409468
ag,40,rf,3.1515890589874673,1.8616080488148217
ag,40,svc,-3.3790875973008605,15.791637826565095
ag,40,logreg,-0.6773437368209332,0.11104791201127268
ag,40,mlp,3.99026008492849,3.4269175055004966
k_center,40,xgb,-0.5349140579702018,0.7104639960094987
k_center,40,rf,2.086426669516393,0.33153822092772917
k_center,40,svc,-84.37297416149843,162.33380786679558
k_center,40,logreg,-2.160147593298389,0.5156757910106129
k_center,40,mlp,13.122828304340336,6.977186881509833
lc,40,xgb,-8.735576293827126,3.016561125165428
lc,40,rf,11.600869472574708,6.445459136489416
lc,40,svc,-131.95904701302507,272.5195542384561
lc,40,logreg,-3.8480670082386736,0.548390337207196
lc,40,mlp,36.33621744994547,25.191311401965372
craig,40,xgb,-1.759679741394951,1.7041148473973524
craig,40,rf,2.6421062262171473,1.8969101967795226
craig,40,svc,-71.41373305623553,153.36670269630395
craig,40,logreg,-1.2261918358406114,1.087870910110358
craig,40,mlp,11.556391581336838,6.205737759751162
k-means,50,xgb,-3.9565692951361,0.7183820476840462
k-means,50,rf,8.22882381868531,2.574416829843315
k-means,50,svc,1.1947716430452753,1.0692199983479247
k-means,50,logreg,0.3698916653395693,0.20717175192141896
k-means,50,mlp,14.66235067185121,28.686351055808622
random,50,xgb,1.0,0.0
random,50,rf,1.0,0.0
random,50,svc,1.0,0.0
random,50,logreg,1.0,0.0
random,50,mlp,1.0,0.0
original,50,xgb,0.0,0.0
original,50,rf,0.0,0.0
original,50,svc,0.0,0.0
original,50,logreg,0.0,0.0
original,50,mlp,0.0,0.0
ag,50,xgb,-0.9191643328571816,2.156810649812518
ag,50,rf,5.408868205634412,2.4836896806714797
ag,50,svc,-4.053825994177022,6.533979756987023
ag,50,logreg,-0.7244132332811335,0.33690351855640593
ag,50,mlp,12.428349189395593,17.49078907590903
k_center,50,xgb,-0.2099371642119549,1.024767504249442
k_center,50,rf,2.349732458139034,0.4219843166135806
k_center,50,svc,-44.20772644793452,76.91166957394056
k_center,50,logreg,-1.3982098323011551,0.15545219415523442
k_center,50,mlp,110.50622446757848,185.6608026733677
lc,50,xgb,4.795006952261606,27.93309298287634
lc,50,rf,13.584254388567297,4.0574362979400815
lc,50,svc,-76.313223064912,138.16458337383654
lc,50,logreg,-4.03915765390667,0.47985613056189835
lc,50,mlp,288.0414999631208,468.9858457353157
craig,50,xgb,1.0701593275790298,3.230590590007561
craig,50,rf,4.244975431460414,2.4188767407772374
craig,50,svc,-17.348587635676115,33.1079240337106
craig,50,logreg,-1.0641878378465308,0.8794925792716457
craig,50,mlp,150.16874358322616,255.279183009184
k-means,60,xgb,-4.8276315039182744,1.4660931820266816
k-means,60,rf,9.626303757486863,3.9011365410683188
k-means,60,svc,1.8904193765351482,4.841912263035605
k-means,60,logreg,0.38173800937744073,0.41544882676727
k-means,60,mlp,-0.18425020537993148,1.315811814438015
random,60,xgb,1.0,0.0
random,60,rf,1.0,0.0
random,60,svc,1.0,0.0
random,60,logreg,1.0,0.0
random,60,mlp,1.0,0.0
original,60,xgb,0.0,0.0
original,60,rf,0.0,0.0
original,60,svc,0.0,0.0
original,60,logreg,0.0,0.0
original,60,mlp,0.0,0.0
ag,60,xgb,0.7767586948784511,0.16734262592588373
ag,60,rf,4.330911674167892,1.1099187818860239
ag,60,svc,3.3067665030511613,6.279919045291882
ag,60,logreg,-0.36351735714679323,0.33292326306865205
ag,60,mlp,-0.34034710839857496,1.0500125396975555
k_center,60,xgb,-0.2978584277524947,0.9996118295106127
k_center,60,rf,2.3276334539500594,1.0924326624184657
k_center,60,svc,54.64685970185393,113.34718515616353
k_center,60,logreg,-1.6972166860640052,0.45931691404095
k_center,60,mlp,-0.9129844670161031,7.10656937921996
lc,60,xgb,-10.318954290735167,1.2453072804462755
lc,60,rf,16.711454161839395,6.66917615237563
lc,60,svc,94.56293880672038,202.1986596606043
lc,60,logreg,-4.119113038560398,0.8937210418351833
lc,60,mlp,-0.28239929647439227,22.900274390498424
craig,60,xgb,-0.8005897235062627,1.0108236600553648
craig,60,rf,4.727440067841487,3.3881984556296807
craig,60,svc,18.71012534819495,48.754536990381176
craig,60,logreg,-0.8314606775826554,1.0053388155976024
craig,60,mlp,0.4152984623824155,8.095803804094501
k-means,70,xgb,-4.890192332311912,2.594897174281247
k-means,70,rf,8.68129259799019,4.311990299961114
k-means,70,svc,-1.5986206644247398,2.945119735759818
k-means,70,logreg,0.2357328483169666,0.47322931701171866
k-means,70,mlp,0.9741638024424949,1.1906876406873008
random,70,xgb,1.0,0.0
random,70,rf,1.0,0.0
random,70,svc,1.0,0.0
random,70,logreg,1.0,0.0
random,70,mlp,1.0,0.0
original,70,xgb,0.0,0.0
original,70,rf,0.0,0.0
original,70,svc,0.0,0.0
original,70,logreg,0.0,0.0
original,70,mlp,0.0,0.0
ag,70,xgb,0.7263318798870622,0.3932515006256744
ag,70,rf,4.041568420268786,2.61161887237538
ag,70,svc,0.5300170632444487,2.1601026632509677
ag,70,logreg,-0.1414820657392754,0.5932225635523999
ag,70,mlp,2.2539210251932467,1.5975242251966848
k_center,70,xgb,-0.9266255511457147,1.5149751871553945
k_center,70,rf,1.8361378305667344,0.4434312901738025
k_center,70,svc,27.281517130000303,79.8202188499524
k_center,70,logreg,-1.2461503821273616,0.4243450465912318
k_center,70,mlp,13.6110283852013,10.085425608390507
lc,70,xgb,-10.785988417211382,4.590611418778757
lc,70,rf,15.025856916109756,7.286650690006638
lc,70,svc,47.48861934229693,146.62338383138666
lc,70,logreg,-4.2075237485390335,1.0174558729358163
lc,70,mlp,44.48997564998167,27.075443219293863
craig,70,xgb,-0.5771834086706256,0.6000597087628838
craig,70,rf,4.529125199770189,2.2376753214015555
craig,70,svc,7.197191493326059,40.84565294357958
craig,70,logreg,-1.195179030567646,0.9751534013521188
craig,70,mlp,17.48335390631187,9.562401658302738
k-means,80,xgb,-4.530096770670914,0.8150793280455972
k-means,80,rf,12.641672625614063,6.472237993240203
k-means,80,svc,1.1389197126567,1.6947163565336594
k-means,80,logreg,-0.11859635892382295,0.5801534799395387
k-means,80,mlp,-0.025524693040386882,0.3666090369013578
random,80,xgb,1.0,0.0
random,80,rf,1.0,0.0
random,80,svc,1.0,0.0
random,80,logreg,1.0,0.0
random,80,mlp,1.0,0.0
original,80,xgb,0.0,0.0
original,80,rf,0.0,0.0
original,80,svc,0.0,0.0
original,80,logreg,0.0,0.0
original,80,mlp,0.0,0.0
ag,80,xgb,-0.21281920058294582,0.6638083521486448
ag,80,rf,8.365788776533817,4.571506623898781
ag,80,svc,0.005897159587097811,0.304998819499849
ag,80,logreg,-0.7100449400284574,0.27287474811726
ag,80,mlp,0.5915858498796729,1.0186139476508473
k_center,80,xgb,-0.29791734375339896,0.6081604779946201
k_center,80,rf,3.009219627872199,1.9520612447428551
k_center,80,svc,-32.49959092747869,61.8791697929505
k_center,80,logreg,-1.6000144702361951,0.7740624425596981
k_center,80,mlp,6.581122194266245,5.723850746056512
lc,80,xgb,-9.165020846491933,1.7217113068701373
lc,80,rf,21.807706640067774,11.088975766522719
lc,80,svc,-59.73931167772885,107.59016845354725
lc,80,logreg,-4.621512594057377,1.339151082904191
lc,80,mlp,16.29269946949939,16.90167506251938
craig,80,xgb,-0.7993435750530914,1.1292630094689984
craig,80,rf,7.91108906923157,4.836464180087645
craig,80,svc,-24.95834182040992,45.721607339096394
craig,80,logreg,-1.1804157797177361,0.6795232260671823
craig,80,mlp,6.169804961744709,7.260884811509226
k-means,90,xgb,-3.1199342672037,1.9568684688303912
k-means,90,rf,8.491337141958462,2.594774649759503
k-means,90,svc,0.12632468831031513,0.9319167590946454
k-means,90,logreg,-0.03769568111128503,0.39994896508503736
k-means,90,mlp,-1.3882302272827642,5.876903502724184
random,90,xgb,1.0,0.0
random,90,rf,1.0,0.0
random,90,svc,1.0,0.0
random,90,logreg,1.0,0.0
random,90,mlp,1.0,0.0
original,90,xgb,0.0,0.0
original,90,rf,0.0,0.0
original,90,svc,0.0,0.0
original,90,logreg,0.0,0.0
original,90,mlp,0.0,0.0
ag,90,xgb,0.4244752075218033,0.6501322440389331
ag,90,rf,2.9558056284906415,0.9773137169911531
ag,90,svc,0.22294727010770324,0.6135590361260205
ag,90,logreg,-0.38476762119092645,0.41054930909427045
ag,90,mlp,1.8194782619270744,2.0189249296047107
k_center,90,xgb,0.11513185921233152,0.5722509622998936
k_center,90,rf,1.345767532633315,0.3446646414146117
k_center,90,svc,-13.294039321956507,8.549698825993483
k_center,90,logreg,-1.1979608584038997,0.3729532497285291
k_center,90,mlp,-18.18068703289302,65.48300160835771
lc,90,xgb,-7.969522414742292,1.4727934273623033
lc,90,rf,14.737621344016052,4.43877983874358
lc,90,svc,-30.36932389940646,13.881637912820409
lc,90,logreg,-4.2186426889837705,0.8523334226219873
lc,90,mlp,-54.84844651873628,199.6200642571325
craig,90,xgb,-0.8484048983787155,0.6265593765746124
craig,90,rf,5.287188440358429,2.576151887792148
craig,90,svc,-16.804772018897975,9.14729690667512
craig,90,logreg,-2.1821983100503997,0.5712708733096213
craig,90,mlp,-29.442053186674805,98.41674361092656
k-means,100,xgb,-3.9009127647857547,2.8232985686179086
k-means,100,rf,13.973049525681182,8.141416392570145
k-means,100,svc,0.0804426965612933,0.19227693178599187
k-means,100,logreg,0.14719828881424854,0.24572045189529848
k-means,100,mlp,0.7720345305273482,1.765822260355928
random,100,xgb,1.0,0.0
random,100,rf,1.0,0.0
random,100,svc,1.0,0.0
random,100,logreg,1.0,0.0
random,100,mlp,1.0,0.0
original,100,xgb,0.0,0.0
original,100,rf,0.0,0.0
original,100,svc,0.0,0.0
original,100,logreg,0.0,0.0
original,100,mlp,0.0,0.0
ag,100,xgb,0.3286973855818339,0.2995381976362336
ag,100,rf,6.373836209186396,4.64857909138401
ag,100,svc,0.5719338429881916,0.7348599255555435
ag,100,logreg,-0.10475152769242982,0.5878523935321611
ag,100,mlp,-1.6786590366769456,3.832734181540623
k_center,100,xgb,-0.41253800277373065,0.6821162899253632
k_center,100,rf,2.6475659237426745,1.4807964179836761
k_center,100,svc,-9.013159272140323,3.8150613619357534
k_center,100,logreg,-1.104390613850313,0.34950245931686863
k_center,100,mlp,-11.026049006219383,33.15825383251983
lc,100,xgb,-10.363259887223503,3.4155466324856247
lc,100,rf,23.69962394960743,13.859280964087578
lc,100,svc,-25.821380248943854,15.162884666793346
lc,100,logreg,-4.0839620838049715,0.6101213874032976
lc,100,mlp,-39.74346469858411,108.48586571473744
craig,100,xgb,-0.8713911975175096,0.6342274098254089
craig,100,rf,9.187230298538589,8.126864626890255
craig,100,svc,-10.783058433398441,3.910007551051267
craig,100,logreg,-0.8675787890519097,0.9000896235100775
craig,100,mlp,-16.25038635240248,42.804604911251545
k-means,200,xgb,-3.863032960500287,1.1285610240829602
k-means,200,rf,19.629808912555823,5.19470616932658
k-means,200,svc,0.7656539766366233,0.17075052890781603
k-means,200,logreg,0.40542950976703357,0.4455647414060024
k-means,200,mlp,1.629860710811954,2.355302405566184
random,200,xgb,1.0,0.0
random,200,rf,1.0,0.0
random,200,svc,1.0,0.0
random,200,logreg,1.0,0.0
random,200,mlp,1.0,0.0
original,200,xgb,0.0,0.0
original,200,rf,0.0,0.0
original,200,svc,0.0,0.0
original,200,logreg,0.0,0.0
original,200,mlp,0.0,0.0
ag,200,xgb,0.5160681841229628,0.08562787086552731
ag,200,rf,7.714819375540448,2.46724129935224
ag,200,svc,0.3154502263047423,0.2561976578892357
ag,200,logreg,0.49459427188833416,0.33186867134102876
ag,200,mlp,-1.3418267601447327,2.6325605085152275
k_center,200,xgb,0.09005786483115627,0.3182208543849716
k_center,200,rf,3.2052292732194276,1.9706232678655562
k_center,200,svc,-4.0613546343118525,1.141661376135741
k_center,200,logreg,-0.947324415315592,0.255600639273832
k_center,200,mlp,-9.299027522331398,35.28309599560356
lc,200,xgb,-9.005989378890257,1.4711876811447429
lc,200,rf,36.07143364702542,9.613860881350114
lc,200,svc,-12.131496696197285,2.584016169655231
lc,200,logreg,-4.3677619487996235,0.8288612109825627
lc,200,mlp,-37.35202710436071,122.99368190307966
craig,200,xgb,-0.6753950370911598,0.41074788793789957
craig,200,rf,11.196211883588244,2.161030567192743
craig,200,svc,-4.875250860076571,2.035076416622588
craig,200,logreg,-1.1000835023880045,1.2220567058668652
craig,200,mlp,-12.548548183230642,43.80655184220569
k-means,500,xgb,-2.434358572061135,0.5717245731026365
k-means,500,rf,-118.89472746275314,140.75217443770896
k-means,500,svc,0.6356436402830147,0.2600238756868434
k-means,500,logreg,0.7083417043689529,0.04491649294959342
k-means,500,mlp,0.16955196808642498,0.22005982689688453
random,500,xgb,1.0,0.0
random,500,rf,1.0,0.0
random,500,svc,1.0,0.0
random,500,logreg,1.0,0.0
random,500,mlp,1.0,0.0
original,500,xgb,0.0,0.0
original,500,rf,0.0,0.0
original,500,svc,0.0,0.0
original,500,logreg,0.0,0.0
original,500,mlp,0.0,0.0
ag,500,xgb,-0.7120075752516681,0.29621942259535095
ag,500,rf,-46.210184530413564,57.62274527271169
ag,500,svc,0.6010313234384796,0.06920871770874469
ag,500,logreg,0.6299772308734116,0.12896279483631562
ag,500,mlp,-0.012756214276731037,0.49128092726792094
k_center,500,xgb,0.0447631331933946,0.19040708555535624
k_center,500,rf,-11.046597023382942,10.288873307032189
k_center,500,svc,-2.872124687280438,0.5270266124677285
k_center,500,logreg,-0.8180714945855037,0.07127137670855903
k_center,500,mlp,-5.744224053485933,2.4923105022258816
lc,500,xgb,-6.673368997398673,0.446585052699685
lc,500,rf,-224.44095461114057,268.15256311339135
lc,500,svc,-9.340388905613247,1.180465513476645
lc,500,logreg,-3.79347980115523,0.1385244143097466
lc,500,mlp,-22.105534021993517,8.862502506770584
craig,500,xgb,-0.3433302018930554,0.5150622428175106
craig,500,rf,-79.75707958218136,99.65376312307035
craig,500,svc,-4.056241393835981,1.1799047876866582
craig,500,logreg,-0.27403853997319494,0.38033439771259037
craig,500,mlp,-7.0813432871531505,2.770316906373255
k-means,1000,xgb,-2.5073161834865436,0.3769270175026465
k-means,1000,rf,-12.601050186524237,60.82563150823781
k-means,1000,svc,0.062153599016935825,0.23441160403446998
k-means,1000,logreg,0.7781996930116024,0.16543900488879354
k-means,1000,mlp,0.08520114847403362,0.24367418406770006
random,1000,xgb,1.0,0.0
random,1000,rf,1.0,0.0
random,1000,svc,1.0,0.0
random,1000,logreg,1.0,0.0
random,1000,mlp,1.0,0.0
original,1000,xgb,0.0,0.0
original,1000,rf,0.0,0.0
original,1000,svc,0.0,0.0
original,1000,logreg,0.0,0.0
original,1000,mlp,0.0,0.0
ag,1000,xgb,-1.690775505595941,0.17514278683125253
ag,1000,rf,-9.00878584472483,36.35791518525597
ag,1000,svc,0.3364541090324925,0.3326291587800036
ag,1000,logreg,0.7622549410909141,0.037144736816706374
ag,1000,mlp,0.14428685200306132,0.31817285127541023
k_center,1000,xgb,-0.048664675669958544,0.18255671211360455
k_center,1000,rf,-3.7649631645603017,8.44870111441416
k_center,1000,svc,-1.6756579112264351,0.28194789432459366
k_center,1000,logreg,-0.3394178045668352,0.06011701278324941
k_center,1000,mlp,-2.4809505433026935,0.7151317594546461
lc,1000,xgb,-6.627952679110956,0.9021726589131541
lc,1000,rf,-30.573461997840063,124.85603187479785
lc,1000,svc,-7.399494608289028,1.0508749215588213
lc,1000,logreg,-3.6517766564635075,0.2826743282762093
lc,1000,mlp,-12.85212104036329,2.48866892220051
craig,1000,xgb,-0.08043488976398024,0.19204578617629106
craig,1000,rf,-5.0806840446052846,24.291513972378606
craig,1000,svc,-3.0022949232923986,1.2456014851440818
craig,1000,logreg,-0.20032950385881523,0.2942463412022725
craig,1000,mlp,-2.9562535531544163,0.8207587214267051
