method,ipc,model,regret_mean,regret_std
k-means,30,svc,-3.7048014387628285,4.890932787380734
k-means,30,logreg,0.272780118285913,0.3207757194988516
k-means,30,mlp,-0.06447281526360342,9.554721841568096
random,30,xgb,1.0,0.0
random,30,rf,1.0,0.0
random,30,svc,1.0,0.0
random,30,logreg,1.0,0.0
random,30,mlp,1.0,0.0
original,30,xgb,0.0,0.0
original,30,rf,0.0,0.0
original,30,svc,0.0,0.0
original,30,logreg,0.0,0.0
original,30,mlp,0.0,0.0
ag,30,xgb,0.9546000801499867,0.1172367577788876
ag,30,rf,1.6614634927154204,1.0320896176409018
ag,30,svc,-2.479889528718945,4.315514384832195
ag,30,logreg,0.14793086775025155,0.3350627325266727
ag,30,mlp,-0.3919664586160536,8.330531192600281
k_center,30,xgb,-0.9342449084383876,0.8189794136558931
k_center,30,rf,3.541709462215524,2.186164785117832
k_center,30,svc,-8.780077991320685,9.034776519027753
k_center,30,logreg,-1.7637135883513184,0.38074250829446366
k_center,30,mlp,0.5690519783673651,26.681003702819776
lc,30,xgb,-9.013658624978047,1.2254104913742259
lc,30,rf,10.953634715665393,5.057034084638308
lc,30,svc,-20.012206122666747,22.311358027194167
lc,30,logreg,-4.745080962706531,0.5186832115635663
lc,30,mlp,4.2248007899358155,55.287090862968796
craig,30,xgb,-2.718763845385317,0.773441020515116
craig,30,rf,5.179423389538353,2.9454236219586245
craig,30,svc,-9.005697539023348,8.526144824049645
craig,30,logreg,-0.9988566798051327,0.6745145292942882
craig,30,mlp,-0.05440517758860466,23.94447562609205
k-means,40,xgb,1.5738582059492447,0.6540993676423752
k-means,40,rf,1.6249189437289835,0.7139571219555898
k-means,40,svc,17.08120706588452,30.205534249968405
k-means,40,logreg,0.7076143184601964,0.33011338671853024
k-means,40,mlp,7.621692415185363,17.378513009753206
random,40,xgb,1.0,0.0
random,40,rf,1.0,0.0
random,40,svc,1.0,0.0
random,40,logreg,1.0,0.0
random,40,mlp,1.0,0.0
original,40,xgb,0.0,0.0
original,40,rf,0.0,0.0
original,40,svc,0.0,0.0
original,40,logreg,0.0,0.0
original,40,mlp,0.0,0.0
ag,40,xgb,1.2712360758769878,0.281452370657469
ag,40,rf,1.4143298027844549,0.5510949402219939
ag,40,svc,5.205249224478913,8.689187830269196
ag,40,logreg,0.30623997507919765,0.4458396514074282
ag,40,mlp,5.311650995102569,28.37941546207325
k_center,40,xgb,-0.2520252113965959,1.0551980309171654
k_center,40,rf,2.8172479642375863,1.9631927592665748
k_center,40,svc,-61.919028801088686,129.40828827292097
k_center,40,logreg,-1.6680883326076184,0.3622136370195315
k_center,40,mlp,12.58471247920227,77.66093443946816
lc,40,xgb,-13.642615673912587,4.484806458067503
lc,40,rf,12.655237208532318,3.4762970800657897
lc,40,svc,-140.16498576207738,289.4578438847495
lc,40,logreg,-4.420100374670083,0.8415250588116816
lc,40,mlp,13.490803358692393,172.1682593910336
craig,40,xgb,-4.471917892079125,0.61759601284452
craig,40,rf,7.033985127320895,1.6974948914441599
craig,40,svc,-67.701860122273,143.2143499208971
craig,40,logreg,-1.2806352636631213,0.27699299636399277
craig,40,mlp,3.7217805248798923,96.20413853094979
k-means,50,xgb,-1.0815891602003573,4.509958570007478
k-means,50,rf,1.1871515582894405,0.5830605028105186
k-means,50,svc,-8.938491309586208,20.253838435997352
k-means,50,logreg,0.5396715288976344,0.627320891859616
k-means,50,mlp,-1.2946816836398078,15.890096814811889
random,50,xgb,1.0,0.0
random,50,rf,1.0,0.0
random,50,svc,1.0,0.0
random,50,logreg,1.0,0.0
random,50,mlp,1.0,0.0
original,50,xgb,0.0,0.0
original,50,rf,0.0,0.0
original,50,svc,0.0,0.0
original,50,logreg,0.0,0.0
original,50,mlp,0.0,0.0
ag,50,xgb,-0.5824272747716058,3.2030417873108665
ag,50,rf,1.068434932959034,0.2539367096355374
ag,50,svc,-13.058345422896187,30.334948506106567
ag,50,logreg,0.49702590959669724,0.7041549959654505
ag,50,mlp,-0.621912220182503,21.85478932217165
k_center,50,xgb,3.8538898247463633,9.015155059797548
k_center,50,rf,1.611890748708312,0.7878206925220991
k_center,50,svc,-24.970322206599587,43.72161167313629
k_center,50,logreg,-1.388286452898901,0.33764683269250584
k_center,50,mlp,-20.502977956522873,58.28238681017606
lc,50,xgb,5.1644393239798925,30.494673346700356
lc,50,rf,10.46746103262608,3.6955141972492087
lc,50,svc,-65.83452490513602,119.27855028279215
lc,50,logreg,-4.291041169592966,0.5708481877767702
lc,50,mlp,-38.858652787203496,134.24853367078137
craig,50,xgb,3.1326864963220684,12.578532528123883
craig,50,rf,5.309858480104311,1.9455376716521426
craig,50,svc,-28.91469859272762,51.92971183703955
craig,50,logreg,-1.0105815986201807,0.4487929070996277
craig,50,mlp,-22.882424495323544,60.94201983043243
k-means,60,xgb,1.332772586634587,0.2661797028708539
k-means,60,rf,1.3369142918258485,1.1717920334221534
k-means,60,svc,6.415344217950775,14.554848659221662
k-means,60,logreg,0.5889119807446642,0.4572986059685414
k-means,60,mlp,10.663609981888365,19.75525645196023
random,60,xgb,1.0,0.0
random,60,rf,1.0,0.0
random,60,svc,1.0,0.0
random,60,logreg,1.0,0.0
random,60,mlp,1.0,0.0
original,60,xgb,0.0,0.0
original,60,rf,0.0,0.0
original,60,svc,0.0,0.0
original,60,logreg,0.0,0.0
original,60,mlp,0.0,0.0
ag,60,xgb,1.2092667852498817,0.2922316463843928
ag,60,rf,1.349588763896039,0.5701266803512977
ag,60,svc,4.139624811674981,12.322025835753768
ag,60,logreg,0.13918707217727921,0.4687107791717739
ag,60,mlp,22.12375489697704,36.382876488650965
k_center,60,xgb,-0.8430013279234903,1.2077812721145529
k_center,60,rf,1.843486647069605,1.0984892155504191
k_center,60,svc,43.10486835642923,91.53455905911586
k_center,60,logreg,-1.2888493335381912,0.39826408901018084
k_center,60,mlp,39.042039740717485,98.10070484453921
lc,60,xgb,-11.121715323693724,2.403856713721286
lc,60,rf,13.59273720768546,10.570730985562104
lc,60,svc,100.52516362715332,218.0372643414999
lc,60,logreg,-4.5922347356482245,1.2402074436678847
lc,60,mlp,127.59448827089543,284.89257273025976
craig,60,xgb,-4.315774041154006,2.1354876863090335
craig,60,rf,7.1546870162542975,3.561833881130909
craig,60,svc,50.41595413851892,102.63376551075098
craig,60,logreg,-0.803444335755007,0.4380057216468661
craig,60,mlp,36.64797671533313,116.12311205191412
k-means,70,xgb,1.2279105353895314,0.3974866250049836
k-means,70,rf,1.3637559087682443,0.7575406646461902
k-means,70,svc,11.537869231583546,24.545560847490368
k-means,70,logreg,0.33011444547049335,0.6496719381108088
k-means,70,mlp,6.640460177596284,16.650294769346957
random,70,xgb,1.0,0.0
random,70,rf,1.0,0.0
random,70,svc,1.0,0.0
random,70,logreg,1.0,0.0
random,70,mlp,1.0,0.0
original,70,xgb,0.0,0.0
original,70,rf,0.0,0.0
original,70,svc,0.0,0.0
original,70,logreg,0.0,0.0
original,70,mlp,0.0,0.0
ag,70,xgb,1.4308005318720038,0.7960949126825945
ag,70,rf,1.0397025575786714,0.5673981366632328
ag,70,svc,9.414608407358992,19.879124193453112
ag,70,logreg,0.2318511093269834,0.4350615465473187
ag,70,mlp,3.952225197842508,14.750365382409328
k_center,70,xgb,-1.1354263399217894,1.782414045725822
k_center,70,rf,1.5618684709714024,0.5917261806258204
k_center,70,svc,19.96763275022509,59.955062656093084
k_center,70,logreg,-1.1927373569185624,0.3788930217110799
k_center,70,mlp,1.965218779188551,38.045604616068296
lc,70,xgb,-11.839546455778372,4.701592091998698
lc,70,rf,12.350806271618577,4.3480435708256815
lc,70,svc,54.219645594118035,159.31610248456028
lc,70,logreg,-4.724614006120282,1.2354344114470401
lc,70,mlp,-10.055931087279603,135.22092484200442
craig,70,xgb,-4.232528002842982,3.553157888034847
craig,70,rf,7.560955951337823,2.456205432584837
craig,70,svc,35.69550983975815,86.99234683205009
craig,70,logreg,-0.42555921614846987,0.5258349661911154
craig,70,mlp,0.9626952631321203,39.385393202719015
